"CÃ³digo Completo";"Familia";"Referencia";"VersiÃ³n";"Color";"Nombre SAP";"Nombre Final ES";"Nombre Final EN";"Mueble";"DesignaciÃ³n";"LÃ­nea Comercial";"Medida Comercial";"Ancho (cm)";"Fondo (cm)";"Alto (cm)";"Peso (kg)";"Canto Puertas";"RH";"Armado";"Marca Propia"
"VBAN05-0138-MRH-0100";"VBAN05";"0138";"MRH";"0100";"RH MUEBLE PISO LVM 44.5X43.5 BLANCO";"RH MUEBLE A PISO EUROCARIBE ESSENTIAL PARA LAVAMANOS 44,5X43,5 CANTO 2 MM";"MR EUROCARIBE ESSENTIAL FREESTANDING VANITY 18INX17IN 2MM EDGE BAND";"EUROCARIBE";"A PISO";"ESSENTIAL";"44,5X43,5";"44,5";"43,5";"80";"16,3";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0139-000-0368";"VBAN05";"0139";"000";"0368";"MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS TABACO CHIC";"MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0139-000-0437";"VBAN05";"0139";"000";"0437";"MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS SODER/MALI";"MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0139-000-0439";"VBAN05";"0139";"000";"0439";"MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS MITTE/TAMBO";"MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0139-000-0442";"VBAN05";"0139";"000";"0442";"MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS GRACIA/SIKUANI";"MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0139-000-0493";"VBAN05";"0139";"000";"0493";"MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS AUSTRAL";"MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0139-000-1327";"VBAN05";"0139";"000";"1327";"MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS AURO SOFT";"MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0139-000-1344";"VBAN05";"0139";"000";"1344";"MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS AZUL CLARO";"MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0139-MRH-0100";"VBAN05";"0139";"MRH";"0100";"RH MUEBLE CALDER ELEVADO LVM 48X43 SIN MANIJAS BLANCO";"RH MUEBLE ELEVADO CALDER ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"MR CALDER ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"CALDER";"ELEVADO";"ESSENTIAL";"48X43";"46,8";"42,4";"50";"11,7";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0140-000-0437";"VBAN05";"0140";"000";"0437";"MUEBLE POLOCK ELEVADO LVM 63X48 SODER/MALI";"MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0140-000-0439";"VBAN05";"0140";"000";"0439";"MUEBLE POLOCK ELEVADO LVM 63X48 MITTE/TAMBO";"MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0140-000-0442";"VBAN05";"0140";"000";"0442";"MUEBLE POLOCK ELEVADO LVM 63X48 GRACIA/SIKUANI";"MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0140-000-0493";"VBAN05";"0140";"000";"0493";"MUEBLE POLOCK ELEVADO LVM 63X48 AUSTRAL";"MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0140-000-0494";"VBAN05";"0140";"000";"0494";"MUEBLE POLOCK ELEVADO PARA LAVAMANOS 63X48";"MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0140-MRH-0100";"VBAN05";"0140";"MRH";"0100";"RH MUEBLE POLOCK ELEVADO LVM 63X48 BLANCO";"RH MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"MR POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0140-MRH-0406";"VBAN05";"0140";"MRH";"0406";"RH MUEBLE POLOCK ELEVADO LVM 63X48 AMARETTO";"RH MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"MR POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"RH";"NO";
"VBAN05-0140-MRH-0493";"VBAN05";"0140";"MRH";"0493";"RH MUEBLE POLOCK ELEVADO LVM 63X48 AUSTRAL";"RH MUEBLE ELEVADO POLOCK LIFE PARA LAVAMANOS 63X48 MANIJA NEGRA 96 CANTO 2 MM";"MR POLOCK LIFE WALL MOUNTED VANITY 25INX19IN BLACK HANDLE 96 2MM EDGE BAND";"POLOCK";"ELEVADO";"LIFE";"63X48";"61,8";"47,4";"48";"14";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0141-MDT-0439";"VBAN05";"0141";"MDT";"0439";"CARB2 MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS MITTE/TAMBO";"CARB2 MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 63X48 SIN MANIJAS CANTO 2 MM";"CARB2 BASIC ESSENTIAL WALL MOUNTED VANITY 25INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"63X48";"61,8";"47,6";"48";"12";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0141-MDT-0442";"VBAN05";"0141";"MDT";"0442";"CARB2 MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS GRACIA/SIKUANI";"CARB2 MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 63X48 SIN MANIJAS CANTO 2 MM";"CARB2 BASIC ESSENTIAL WALL MOUNTED VANITY 25INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"63X48";"61,8";"47,6";"48";"12";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0141-MDT-0493";"VBAN05";"0141";"MDT";"0493";"CARB2 MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS AUSTRAL";"CARB2 MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 63X48 SIN MANIJAS CANTO 2 MM";"CARB2 BASIC ESSENTIAL WALL MOUNTED VANITY 25INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"63X48";"61,8";"47,6";"48";"12";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0142-000-1353";"VBAN05";"0142";"000";"1353";"MUEBLE BASICO PISO LVM 63X48 BLANCO RH/GRACIA-SIKUANI";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0100";"VBAN12";"0009";"000";"0100";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO BLANCO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0367";"VBAN12";"0009";"000";"0367";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO GLACIAL";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0412";"VBAN12";"0009";"000";"0412";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO VIENES";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0428";"VBAN12";"0009";"000";"0428";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO GRAFFO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0437";"VBAN12";"0009";"000";"0437";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO SODER";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0439";"VBAN12";"0009";"000";"0439";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO MITTE/TAMBO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0445";"VBAN12";"0009";"000";"0445";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO TAROA";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0461";"VBAN12";"0009";"000";"0461";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO MALI (N)";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0465";"VBAN12";"0009";"000";"0465";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO MACULA";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0009-000-0484";"VBAN12";"0009";"000";"0484";"RH MUEBLE MACAO CLASS LVM 79X48 CANTO 2MM CIERRE LENTO SAGANO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0100";"VBAN12";"0010";"000";"0100";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO BLANCO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0367";"VBAN12";"0010";"000";"0367";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO GLACIAL";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0387";"VBAN12";"0010";"000";"0387";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO CHANTILLI";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0406";"VBAN12";"0010";"000";"0406";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO AMARETTO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0412";"VBAN12";"0010";"000";"0412";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO VIENES";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0437";"VBAN12";"0010";"000";"0437";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO SODER/MALI";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0439";"VBAN12";"0010";"000";"0439";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO MITTE/TAMBO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0453";"VBAN12";"0010";"000";"0453";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO MAJUY";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0465";"VBAN12";"0010";"000";"0465";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO MACULA";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0010-000-0467";"VBAN12";"0010";"000";"0467";"RH MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO CINZA COBALTO";"RH MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MR MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0011-000-0437";"VBAN12";"0011";"000";"0437";"MUEBLE GRECO LVM 124X48 CANTO 1.5MM CIERRE OCULTO SODER/ MALI";"MUEBLE ELEVADO GRECO CLASS PARA LAVAMANOS 124X48 R OCULTO + RFE CIERRE LENTO CANTO 1.5 MM";"GRECO CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED + SFE SOFT CLOSE 1.5MM EDGE BAND";"GRECO";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"43";"CANTO 1.5 MM";"NA";"NO";"NA"
"VBAN12-0011-000-0439";"VBAN12";"0011";"000";"0439";"MUEBLE GRECO LVM 124X48 CANTO 1.5MM CIERRE OCULTO MITTE/ TAMBO";"MUEBLE ELEVADO GRECO CLASS PARA LAVAMANOS 124X48 R OCULTO + RFE CIERRE LENTO CANTO 1.5 MM";"GRECO CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED + SFE SOFT CLOSE 1.5MM EDGE BAND";"GRECO";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"43";"CANTO 1.5 MM";"NA";"NO";"NA"
"VBAN12-0011-000-0442";"VBAN12";"0011";"000";"0442";"MUEBLE GRECO LVM 124X48 CANTO 1.5MM CIERRE OCULTO GRACIA/SIKUANI";"MUEBLE ELEVADO GRECO CLASS PARA LAVAMANOS 124X48 R OCULTO + RFE CIERRE LENTO CANTO 1.5 MM";"GRECO CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED + SFE SOFT CLOSE 1.5MM EDGE BAND";"GRECO";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"43";"CANTO 1.5 MM";"NA";"NO";"NA"
"VBAN12-0011-000-0447";"VBAN12";"0011";"000";"0447";"MUEBLE GRECO LVM 124X48 CANTO 1.5MM CIERRE OCULTO CARBONO/BAUDO";"MUEBLE ELEVADO GRECO CLASS PARA LAVAMANOS 124X48 R OCULTO + RFE CIERRE LENTO CANTO 1.5 MM";"GRECO CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED + SFE SOFT CLOSE 1.5MM EDGE BAND";"GRECO";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"43";"CANTO 1.5 MM";"NA";"NO";"NA"
"VBAN12-0011-000-0458";"VBAN12";"0011";"000";"0458";"MUEBLE GRECO LVM 124X48 CANTO 1.5MM CIERRE OCULTO TRIBECA";"MUEBLE ELEVADO GRECO CLASS PARA LAVAMANOS 124X48 R OCULTO + RFE CIERRE LENTO CANTO 1.5 MM";"GRECO CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED + SFE SOFT CLOSE 1.5MM EDGE BAND";"GRECO";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"43";"CANTO 1.5 MM";"NA";"NO";"NA"
"VBAN12-0011-000-0493";"VBAN12";"0011";"000";"0493";"MUEBLE GRECO LVM 124X48 CANTO 2MM CIERRE OCULTO AUSTRAL";"MUEBLE ELEVADO GRECO CLASS PARA LAVAMANOS 124X48 R OCULTO + RFE CIERRE LENTO CANTO 1.5 MM";"GRECO CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED + SFE SOFT CLOSE 1.5MM EDGE BAND";"GRECO";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"43";"CANTO 1.5 MM";"NA";"NO";"NA"
"VBAN12-0012-000-0437";"VBAN12";"0012";"000";"0437";"MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO SODER/MALI";"MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0012-000-0439";"VBAN12";"0012";"000";"0439";"MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO MITTE/TAMBO";"MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0012-000-0442";"VBAN12";"0012";"000";"0442";"MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO GRACIA/SIKUANI";"MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0012-000-0447";"VBAN12";"0012";"000";"0447";"MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO CARBONO/BAUDO";"MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0012-000-0458";"VBAN12";"0012";"000";"0458";"MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO TRIBECA";"MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0012-000-0465";"VBAN12";"0012";"000";"0465";"MUEBLE MACAO CLASS LVM 63X48 CANTO 2MM CIERRE LENTO MACULA";"MUEBLE ELEVADO MACAO CLASS PARA LAVAMANOS 63X48 RFE CIERRE LENTO CANTO 2 MM";"MACAO CLASS WALL MOUNTED VANITY 25INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"MACAO";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"17";"CANTO 2 MM";"NA";"NO";"NA"
