2571;2571;2017-05-19 00:00:00.000;0;20;12245;0;113;BAN05-Muebles Lavam;CBAN05-0010-000-0388;RH MUEBLE BASICO ELEVADO LVM 63X48 CAPUCCINO;PN800049527-01;INVAL S A;MP-01;UN;1.000000;82202.000000;$;0.000000;87613.100000;0.000000;0.000000;5411.100000;87613.100000;0.000000;Y;87613.100000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2027;2027;2015-11-11 00:00:00.000;6;20;8695;0;113;BAN05-Muebles Lavam;CBAN05-0010-000-0392;RH MUEBLE BASICO ELEVADO LVM 63X48 WENGUE;PN800049527-01;INVAL S A;MP-01;UN;1.000000;68940.000000;$;0.000000;71740.620000;0.000000;0.000000;2800.620000;71740.620000;0.000000;Y;71740.620000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2548;2548;2017-04-19 00:00:00.000;0;20;12095;0;113;BAN05-Muebles Lavam;CBAN05-0011-000-0388;MUEBLE GAUDI ELEVADO LVM 63X48 CAPUCCINO;PN800049527-01;INVAL S A;MP-01;UN;11.000000;97803.000000;$;0.000000;101341.340000;0.000000;0.000000;3538.340000;1114754.740000;0.000000;Y;101341.340000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2120;2120;2016-02-09 00:00:00.000;3;20;9320;0;113;BAN05-Muebles Lavam;CBAN05-0011-000-0393;MUEBLE GAUDI ELEVADO LVM 63X48 CAOBA;PN800049527-01;INVAL S A;MP-01;UN;30.000000;88710.000000;$;0.000000;91688.620000;0.000000;0.000000;2978.620000;2750658.600000;0.000000;Y;91688.620000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2305;2305;2016-08-03 00:00:00.000;1;20;10468;6;113;BAN05-Muebles Lavam;CBAN05-0011-000-0397;MUEBLE GAUDI ELEVADO LVM 63X48 NUEZ;PN800049527-01;INVAL S A;MP-01;UN;10.000000;93146.000000;$;0.000000;96960.500000;0.000000;0.000000;3814.500000;969605.000000;0.000000;Y;96960.500000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2327;2327;2016-08-24 00:00:00.000;6;20;10609;0;113;BAN05-Muebles Lavam;CBAN05-0012-000-0371;MUEBLE MONET ELEVADO LVM 63X48 ARENA;PN800049527-01;INVAL S A;MP-01;UN;30.000000;90757.000000;$;0.000000;94354.320000;0.000000;0.000000;3597.320000;2830629.600000;0.000000;Y;94354.320000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2377;2377;2016-10-07 00:00:00.000;0;20;10880;3;113;BAN05-Muebles Lavam;CBAN05-0012-000-0397;MUEBLE MONET ELEVADO LVM 63X48 NUEZ;PN800049527-01;INVAL S A;MP-01;UN;53.000000;90757.000000;$;0.000000;93951.420000;0.000000;0.000000;3194.420000;4979425.260000;0.000000;Y;93951.420000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
345;345;2013-07-26 00:00:00.000;0;20;1394;0;113;BAN05-Muebles Lavam;CBAN05-0016-000-0100;MUEBLE PLUS PISO LVM 63X48 BLANCO;PN800049527-01;INVAL S A;MP-01;UN;30.000000;79322.000000;$;0.000000;86499.340000;0.000000;0.000000;7177.340000;2594980.200000;0.000000;Y;86499.340000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
649;649;2013-10-17 00:00:00.000;0;20;2123;0;113;BAN05-Muebles Lavam;CBAN05-0016-000-0387;MUEBLE PLUS PISO LVM 63X48 CHANTILLI;PN800049527-01;INVAL S A;MP-01;UN;1.000000;79322.000000;$;0.000000;86601.160000;0.000000;0.000000;7279.160000;86601.160000;0.000000;Y;86601.160000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
857;857;2014-01-10 00:00:00.000;0;20;2705;0;113;BAN05-Muebles Lavam;CBAN05-0016-000-0389;MUEBLE PLUS PISO LVM 63X48 ROBLE OSCURO;PN800049527-01;INVAL S A;MP-01;UN;1.000000;79322.000000;$;0.000000;88432.240000;0.000000;0.000000;9110.240000;88432.240000;0.000000;Y;88432.240000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
1334;1334;2014-06-16 00:00:00.000;7;20;4071;0;113;BAN05-Muebles Lavam;CBAN05-0016-000-0390;MUEBLE PLUS PISO LVM 63X48 CEDRO;PN800049527-01;INVAL S A;MP-01;UN;7.000000;79322.000000;$;0.000000;87569.840000;0.000000;0.000000;8247.840000;612988.880000;0.000000;Y;87569.840000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2475;2475;2017-01-25 00:00:00.000;1;20;11677;0;113;BAN05-Muebles Lavam;CBAN05-0016-000-0392;MUEBLE PLUS PISO LVM 63X48 WENGUE;PN800049527-01;INVAL S A;MP-01;UN;12.000000;90794.000000;$;0.000000;98772.710000;0.000000;0.000000;7978.710000;1185272.520000;0.000000;Y;98772.710000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2002;2002;2015-10-16 00:00:00.000;4;20;8472;0;113;BAN05-Muebles Lavam;CBAN05-0016-000-0393;MUEBLE PLUS PISO LVM 63X48 CAOBA;PN800049527-01;INVAL S A;MP-01;UN;1.000000;84960.000000;$;0.000000;92284.000000;0.000000;0.000000;7324.000000;92284.000000;0.000000;Y;92284.000000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2343;2343;2016-09-05 00:00:00.000;3;20;10688;0;113;BAN05-Muebles Lavam;CBAN05-0016-000-0402;MUEBLE PLUS PISO LVM 63X48 BRIXTON;PN800049527-01;INVAL S A;MP-01;UN;30.000000;96230.000000;$;0.000000;106300.930000;0.000000;0.000000;10070.930000;3189027.900000;0.000000;Y;106300.930000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
1146;1146;2014-04-16 00:00:00.000;0;20;3514;1;113;BAN05-Muebles Lavam;CBAN05-0017-000-0364;RH MUEBLE LVM VIVALDI ELEVADO 81X48 HUMO;PN800049527-01;INVAL S A;MP-01;UN;30.000000;92404.000000;$;0.000000;95971.930000;0.000000;0.000000;3567.930000;2879157.900000;0.000000;Y;95971.930000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
281;281;2013-06-18 00:00:00.000;0;20;1133;0;113;BAN05-Muebles Lavam;CBAN05-0017-000-0365;RH MUEBLE LVM VIVALDI ELEVADO 81X48 WENGUE - BLANCO POLAR;PN800049527-01;INVAL S A;MP-01;UN;30.000000;92404.000000;$;0.000000;95593.330000;0.000000;0.000000;3189.330000;2867799.900000;0.000000;Y;95593.330000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
1434;1434;2014-08-08 00:00:00.000;2;20;4554;0;113;BAN05-Muebles Lavam;CBAN05-0017-000-0392;RH MUEBLE LVM VIVALDI ELEVADO 81X48 WENGUE;PN800049527-01;INVAL S A;MP-01;UN;159.000000;92404.000000;$;0.000000;95691.000000;0.000000;0.000000;3287.000000;15214869.000000;0.000000;Y;95691.000000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2421;2421;2016-11-08 00:00:00.000;3;20;11138;2;113;BAN05-Muebles Lavam;CBAN05-0017-000-0400;RH MUEBLE LVM VIVALDI ELEVADO 81X48 MACANA-ROBLE;PN800049527-01;INVAL S A;MP-01;UN;30.000000;105956.000000;$;0.000000;110044.690000;0.000000;0.000000;4088.690000;3301340.700000;0.000000;Y;110044.690000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2327;2327;2016-08-24 00:00:00.000;5;20;10606;1;113;BAN05-Muebles Lavam;CBAN05-0018-000-0388;MUEBLE BASICO ELEVADO LVM 79X48 CAPUCHINO;PN800049527-01;INVAL S A;MP-01;UN;30.000000;79040.000000;$;0.000000;82172.900000;0.000000;0.000000;3132.900000;2465187.000000;0.000000;Y;82172.900000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
