row_number,validation_status,validation_errors,validation_warnings,source_observation,import_action,existing_in_supabase,exclusion_reason,SKU_COMPLETE,FAMILY_CODE,REF_CODE,VERSION_CODE,COLOR_CODE,SAP_DESCRIPTION,PRODUCT_TYPE,DESIGNATION,PRODUCT_NAME,WIDTH_CM,DEPTH_CM,HEIGHT_CM,WEIGHT_KG,UNIT_OF_MEASURE,REF_ATTR_rh,REF_ATTR_carb2,REF_ATTR_bisagras,REF_ATTR_canto_puertas,REF_ATTR_accessory_text,REF_ATTR_armado_con_lvm,REF_ATTR_door_color_text,REF_ATTR_product_type,REF_ATTR_assembled_flag,VERSION_ATTR_isometric_path,VERSION_ATTR_isometric_asset_id,VERSION_ATTR_private_label_flag,VERSION_ATTR_private_label_client_id,VERSION_ATTR_private_label_client_name,VERSION_ATTR_accessory_text,RH,CARB2,PUR,RH_SOURCE,CARB2_SOURCE,PUR_SOURCE,RH_VALIDATION,CARB2_VALIDATION,PUR_VALIDATION,NAME_ES_CURRENT_OR_GENERATED,NAME_EN_CURRENT_OR_GENERATED,NAME_ES_REQUIRES_REVIEW,NAME_EN_REQUIRES_REVIEW,NAME_GENERATION_NOTES,ISOMETRIC_SOURCE_PATH,ISOMETRIC_TARGET_PATH,ISOMETRIC_ASSET_ID,ISOMETRIC_STATUS,ISOMETRIC_NOTES,existing_family_id,existing_product_reference_id,existing_product_version_id,existing_color_id,matched_reference_base,matched_version,matched_color,create_family,create_reference,create_version,create_color,create_sku,reuse_existing_family,reuse_existing_reference,reuse_existing_version,reuse_existing_color
387,PENDIENTE,,,,CREAR,NO,,VCOC01-0199-KND-1371,COC01,0199,KND,1371,MUEBLE INFERIOR COCINA CORAL 180X60CM BLANCO RH/NARDO-KENNEDY,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
388,PENDIENTE,,,,CREAR,NO,,VEXH01-0004-000-0100,EXH01,0004,000,0100,RH MUEBLE EXHIBIDOR MODULO 1X1 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
389,PENDIENTE,,,,CREAR,NO,,VEXH01-0005-000-0100,EXH01,0005,000,0100,EXHIBIDOR LAVARROPAS 60-70-90,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
390,PENDIENTE,,,,CREAR,NO,,VEXH01-0006-000-0100,EXH01,0006,000,0100,EXHIBIDOR LVP 63X51 X3-COMBINACION 1,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
391,PENDIENTE,,,,CREAR,NO,,VEXH01-0007-000-0100,EXH01,0007,000,0100,EXHIBIDOR LVP 84X56 X3-COMBINACION 2,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
392,PENDIENTE,,,,CREAR,NO,,VEXH01-0008-000-0100,EXH01,0008,000,0100,EXHIBIDOR LVP 84X51 X3-COMBINACION 3,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
393,PENDIENTE,,,,CREAR,NO,,VEXH01-0009-000-0100,EXH01,0009,000,0100,EXHIBIDOR LVP 63X51 X2+84X56 X1-COMBINACION 4,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
394,PENDIENTE,,,,CREAR,NO,,VEXH01-0010-000-0100,EXH01,0010,000,0100,EXHIBIDOR LVP 63X51 X2+84X51 X1-COMBINACION 5,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
395,PENDIENTE,,,,CREAR,NO,,VEXH01-0011-000-0100,EXH01,0011,000,0100,EXHIBIDOR LVP 84X56 X2+63X51 X1-COMBINACION 6,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
396,PENDIENTE,,,,CREAR,NO,,VEXH01-0012-000-0100,EXH01,0012,000,0100,EXHIBIDOR LVP 84X56 X2+84X51 X1-COMBINACION 7,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
397,PENDIENTE,,,,CREAR,NO,,VEXH01-0013-000-0100,EXH01,0013,000,0100,EXHIBIDOR LVP 84X51 X2+63X51 X1-COMBINACION 8,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
398,PENDIENTE,,,,CREAR,NO,,VEXH01-0014-000-0100,EXH01,0014,000,0100,EXHIBIDOR LVP 84X51 X2+84X56 X1-COMBINACION 9,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
399,PENDIENTE,,,,CREAR,NO,,VEXH01-0015-000-0100,EXH01,0015,000,0100,EXHIBIDOR LVP 84X51 X1+ 84X56 X1+ 63X51 X1-COMBINACION 10,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
400,PENDIENTE,,,,CREAR,NO,,VEXH01-0016-000-0100,EXH01,0016,000,0100,ESTRUCTURA GENERAL MUEBLE EXHIBIDOR 100 LVP-POP GENERICO BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
401,PENDIENTE,,,,CREAR,NO,,VEXH01-0017-000-0100,EXH01,0017,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVP 63X51,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
402,PENDIENTE,,,,CREAR,NO,,VEXH01-0017-MRH-0100,EXH01,0017,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVP 63X51,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
403,PENDIENTE,,,,CREAR,NO,,VEXH01-0018-000-0100,EXH01,0018,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVP 84X51,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
404,PENDIENTE,,,,CREAR,NO,,VEXH01-0018-MRH-0100,EXH01,0018,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR LVP 84X51 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
405,PENDIENTE,,,,CREAR,NO,,VEXH01-0019-000-0100,EXH01,0019,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVP 84X56,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
406,PENDIENTE,,,,CREAR,NO,,VEXH01-0019-MRH-0100,EXH01,0019,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVP 84X56,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
407,PENDIENTE,,,,CREAR,NO,,VEXH01-0020-000-0100,EXH01,0020,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 60X60,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
408,PENDIENTE,,,,CREAR,NO,,VEXH01-0020-MRH-0100,EXH01,0020,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 60X60,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
409,PENDIENTE,,,,CREAR,NO,,VEXH01-0021-000-0100,EXH01,0021,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 70X60,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
410,PENDIENTE,,,,CREAR,NO,,VEXH01-0021-MRH-0100,EXH01,0021,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 70X60,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
411,PENDIENTE,,,,CREAR,NO,,VEXH01-0022-000-0100,EXH01,0022,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 90X60,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
412,PENDIENTE,,,,CREAR,NO,,VEXH01-0022-MRH-0100,EXH01,0022,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 90X60,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
413,PENDIENTE,,,,CREAR,NO,,VEXH01-0023-000-0100,EXH01,0023,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 46X51 BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
414,PENDIENTE,,,,CREAR,NO,,VEXH01-0023-MRH-0100,EXH01,0023,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 46X51 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
415,PENDIENTE,,,,CREAR,NO,,VEXH01-0024-000-0100,EXH01,0024,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 48X60,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
416,PENDIENTE,,,,CREAR,NO,,VEXH01-0024-MRH-0100,EXH01,0024,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 48X60,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
417,PENDIENTE,,,,CREAR,NO,,VEXH01-0025-000-0100,EXH01,0025,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 50X50,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
418,PENDIENTE,,,,CREAR,NO,,VEXH01-0025-MRH-0100,EXH01,0025,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 50X50,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
419,PENDIENTE,,,,CREAR,NO,,VEXH01-0026-000-0100,EXH01,0026,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 80X60,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
420,PENDIENTE,,,,CREAR,NO,,VEXH01-0026-MRH-0100,EXH01,0026,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR LVR 80X60,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
421,PENDIENTE,,,,CREAR,NO,,VEXH01-0028-000-0100,EXH01,0028,000,0100,ESTRUCTURA GENERAL MUEBLE EXHIBIDOR 100 LVP/LVR SIN POP BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
422,PENDIENTE,,,,CREAR,NO,,VEXH01-0029-000-0100,EXH01,0029,000,0100,ESTRUCTURA GENERAL MUEBLE EXHIBIDOR 100 LVR-POP ESPECIAL BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
423,PENDIENTE,,,,CREAR,NO,,VEXH01-0030-000-0100,EXH01,0030,000,0100,ESTRUCTURA GENERAL MUEBLE EXHIBIDOR AUTOPORTANTE 100 LVP/LVR SIN POP BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
424,PENDIENTE,,,,CREAR,NO,,VEXH01-0031-000-0100,EXH01,0031,000,0100,ESTRUCTURA GENERAL MUEBLE EXHIBIDOR AUTOPORTANTE 100 LVP-POP GENERICO BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
425,PENDIENTE,,,,CREAR,NO,,VEXH01-0032-000-0100,EXH01,0032,000,0100,ESTRUCTURA GENERAL MUEBLE EXHIBIDOR AUTOPORTANTE 100 LVR-POP ESPECIAL BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
426,PENDIENTE,,,,CREAR,NO,,VEXH01-0033-000-0100,EXH01,0033,000,0100,ESTRUCTURA GENERAL MUEBLE EXHIBIDOR AUTOPORTANTE 100 LVR-POP GENERICO BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
427,PENDIENTE,,,,CREAR,NO,,VEXH01-0034-000-0100,EXH01,0034,000,0100,ESTRUCTURA GENERAL MBLE EXHIBIDOR AUTOPORTANTE 60 LVM LVR-POP GENERICO BLANCO,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
428,PENDIENTE,,,,CREAR,NO,,VEXH01-0035-000-0100,EXH01,0035,000,0100,ESTRUCTURA GENERAL MBLE EXHIBIDOR AUTOPORTANTE 60 LVM LVR SIN POP BLANCO,,,,,,,,UN,false,false,,,,,,,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
429,PENDIENTE,,,,CREAR,NO,,VEXH01-0036-000-0100,EXH01,0036,000,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 60 LVM 40X30 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
430,PENDIENTE,,,,CREAR,NO,,VEXH01-0037-000-0100,EXH01,0037,000,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 60 LVM 48X38 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
431,PENDIENTE,,,,CREAR,NO,,VEXH01-0038-000-0100,EXH01,0038,000,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 60 LVM 48X43 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
432,PENDIENTE,,,,CREAR,NO,,VEXH01-0039-MRH-0100,EXH01,0039,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR LVR 46X51+ LVT 40X35 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
433,PENDIENTE,,,,CREAR,NO,,VEXH01-0040-MRH-0100,EXH01,0040,MRH,0100,RH ENTREPA�O MUEBLE EXHIBIDOR LVM IGUAZU X2 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
434,PENDIENTE,,,,CREAR,NO,,VEXH01-0043-000-0100,EXH01,0043,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 46X51 BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
435,PENDIENTE,,,,CREAR,NO,,VEXH01-0044-000-0100,EXH01,0044,000,0100,MUEBLE EXHIBIDOR COCINAS 240X221.5 CM-POP GENERICO BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
436,PENDIENTE,,,,CREAR,NO,,VEXH01-0044-MRH-0100,EXH01,0044,MRH,0100,RH MUEBLE EXHIBIDOR COCINAS 240X221.5 CM-POP GENERICO BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
437,PENDIENTE,,,,CREAR,NO,,VEXH01-0045-MRH-0100,EXH01,0045,MRH,0100,RH MUEBLE EXHIBIDOR COCINAS 240X221.5 CM-POP ESPECIAL BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
438,PENDIENTE,,,,CREAR,NO,,VEXH01-0046-000-0100,EXH01,0046,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVR 100X70CM SIN PERFORACION BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
439,PENDIENTE,,,,CREAR,NO,,VEXH01-0047-000-0100,EXH01,0047,000,0100,ENTREPA�O MUEBLE EXHIBIDOR 100 LVP 100X70CM SIN PERFORACION BLANCO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
440,PENDIENTE,,,,CREAR,NO,,VEXH01-0048-000-0100,EXH01,0048,000,0100,RH ENTREPA�O MUEBLE EXHIBIDOR 60 LVR 46X51 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
441,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0002-000-0000,MPD09,0002,000,0000,BASE MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
442,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0003-000-0000,MPD09,0003,000,0000,DIVISION MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
443,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0004-000-0000,MPD09,0004,000,0000,TAPA MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
444,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0005-000-0000,MPD09,0005,000,0000,LAT DER MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
445,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0006-000-0000,MPD09,0006,000,0000,LAT IZQ MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
446,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0007-000-0000,MPD09,0007,000,0000,REF DEL MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
447,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0008-000-0000,MPD09,0008,000,0000,REF TRAS MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
448,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0009-000-0000,MPD09,0009,000,0000,ENTREPA�O MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
449,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0010-000-0000,MPD09,0010,000,0000,PUERTA DER MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
450,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0011-000-0000,MPD09,0011,000,0000,PUERTA IZQ MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
451,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0012-000-0000,MPD09,0012,000,0000,ESPALDAR MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
452,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0013-000-0000,MPD09,0013,000,0000,PARCHE CAJON MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
453,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0014-000-0000,MPD09,0014,000,0000,FONDO MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
